LawPubID,Include in Dashboard,Publication Type (Article or Book?),USC Author_Last_First,Focal USC Author Division/School,Focal USC Author Department,Authors_dont_use,Author.full.names,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,DOI,Cited.by,Link,Affiliations,Authors.with.affiliations,Abstract,Indexed.Keywords,Author.Keywords
Law18,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Sullivan, Colleen; Link to external site, this link will open in a new window; George, Suzanne St; Link to external site, this link will open in a new window; Stolzenberg, Stacia N.; Williams, Shanna; Lyon, Thomas D.",,7006434162,Imprecision About Body Mechanics When Child Witnesses Are Questioned About Sexual Abuse,2022,Journal of Interpersonal Violence,37,13-14,,NP12375,NP12397,,10.1177/0886260521997941,,https://www.proquest.com/central/docview/2683943476/9C1B016BC92741F0PQ/9,,,"In child sexual abuse cases, a central part of the child’s testimony is their description of the abuse episode. However, it is often difficult for children to describe the body mechanics of abuse, and miscommunications are likely to occur. In the present study, we examined questions about the mechanics of abuse in trial transcripts (N = 63) to identify sources of miscommunication (N = 130) between attorneys and children (5–12 years old, M age at trial = 9.44, SD = 1.97). We found that both attorneys and children used imprecise language, which led to miscommunication. Specifically, the imprecise use of sexual terminology and the word “touch,” polarity items, broad open-ended questions, anaphora and elliptical questions, and “how” questions led to imprecision in attorneys’ questions. Imprecise attorney questions often elicited underinformative answers from children, including misinterpretations of the grain size (i.e., level of detail) requested. In response to these underinformative answers, attorneys at times asked highly focused and leading questions, which led to further miscommunications. Implications and recommendations for future research on how best to elicit details about the mechanics of abuse from children are discussed.",,
Law19,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Friend, Owen W.; Henderson, Hayden M.; Lyon, Thomas D.",,7006434162,"4- to 15-year-old children's misinterpretation of invitations asking ""about the time"" as requests for temporal information in forensic interviews",2022,Child Abuse & Neglect,129,,,1,,,10.1016/j.chiabu.2022.105675,,https://www.proquest.com/central/docview/2683174249/9C1B016BC92741F0PQ/10,,,"Background: Forensic interviewers are taught to ask children invitations using the word ""time"" to refer to a specific episode (e.g., ""Tell me about the last time he touched you.""). However, children may interpret the word ""time"" as requesting conventional temporal information rather than narrative information. Objective: We examined the rates at which children misinterpreted invitations containing the word ""time,"" comparing invitations asking ""about"" an episode to invitations asking what ""happened"" during an episode. Participants: This study examined 827 forensic interviews of children aged 4 to 15 (Mage = 8.1 years) in cases of suspected sexual abuse. Methods: We identified 1405 invitations using the word ""time,"" and coded them for whether they asked ""about"" or what ""happened."" Children's responses were coded for whether they gave exclusively conventional temporal information, expressed temporal ignorance or uncertainty, requested clarification, or gave a don't know response. Results: Children responded to About invitations with higher rates of conventional temporal information (11%) than Happened invitations (6%, p < .001). Children were also more inclined to express uncertainty about temporal information when asked About invitations (p = .04). In a third of the cases where children exhibited misunderstanding, interviewers failed to clarify their intentions. Conclusions: Forensic interviewers can reduce children's unresponsiveness to invitations by using Happened invitations that overcome the ambiguity associated with ""time.""",,
Law20,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"O’Connor, Alison M.;  Lyon, Thomas D.; Wiens, Micaela; Evans, Angela D.",,7006434162,Use of global trait cues helps to explain older adults’ decrements in detecting children’s lies,2022,Legal and Criminological Psychology,27,1,,48,62,,10.1111/lcrp.12196,,https://www.proquest.com/central/docview/2615890829/9C1B016BC92741F0PQ/13,,,"Purpose Previous research has established that lie‐detection accuracy decreases with age; however, various mechanisms for this effect have yet to be explored, particularly when examining the detection of children’s lies. The present study investigated if younger and older adults detect children’s lies using different cues (verbal content, verbal auditory, non‐verbal, global traits) to explore if cue usage may help to explain this age‐related decline. Method A total of 100 younger (18–30 years) and 100 older adults (66–89 years) watched child interview videos (half were truth‐tellers; half were lie‐tellers coached to conceal a transgression). Participants provided veracity judgements (truth vs. lie) and described the cues that they relied on to make their judgements. Results Older adults used marginally significantly fewer verbal content and significantly more global trait cues compared to younger adults. The use of global trait cues partially mediated the age‐related decline in detection accuracy. Conclusion These results present a partial mechanism for the age‐related decline in deception detection. This can inform psychological theory on how ageing affects perceptions of child witnesses and deception detection abilities.",,
Law216,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Williams, Shanna; McWilliams, Kelly; Lyon, Thomas",,7006434162,"Children’s Concealment of a Minor Transgression: The Role of Age, Maltreatment, and Executive Functioning",2020,Journal of experimental child psychology,87,,,104664,,,10.1016/j.jecp.2019.104664,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7001855/,,,,,
Law217,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Domagalski, Kirsten; Gongola, Jennifer; Lyon, Thomas D.; Clark, Steven E.; Quas, Jodi A.",,7006434162,Detecting children’s true and false denials of wrongdoing: Effects of question type and base rate knowledge.,2020,Behavioral Sciences & The Law,191,,,630-647,,,,,https://works.bepress.com/thomaslyon/172/,,,,,
Law218,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Kumar, Manoj; Kim, So Hyun; Lord, Catherine; Lyon, Thomas D.; Narayanan, Shrikanth",,7006434162,Leveraging Linguistic Context in Dyadic Interactions to Improve Automatic Speech Recognition for Children,2020,Computer Speech & Language,38,,,101101,,,10.1016/j.csl.2020.101101,,https://www.sciencedirect.com/science/article/pii/S0885230820300346,,,"Automatic speech recognition for child speech has been long considered a more challenging problem than for adult speech. Various contributing factors have been identified such as larger acoustic speech variability including mispronunciations due to continuing biological changes in growth, developing vocabulary and linguistic skills, and scarcity of training corpora. A further challenge arises when dealing with spontaneous speech of children involved in a conversational interaction, and especially when the child may have limited or impaired communication ability. This includes health applications, one of the motivating domains of this paper, that involve goal-oriented dyadic interactions between a child and clinician/adult social partner as a part of behavioral assessment. In this work, we use linguistic context information from the interaction to adapt speech recognition models for children speech. Specifically, spoken language from the interacting adult speech provides the context for the child’s speech. We propose two methods to exploit this context: lexical repetitions and semantic response generation. For the latter, we make use of sequence-to-sequence models that learn to predict the target child utterance given context adult utterances. Long-term context is incorporated in the model by propagating the cell-state across the duration of conversation. We use interpolation techniques to adapt language models at the utterance level, and analyze the effect of length and direction of context (forward and backward). Two different domains are used in our experiments to demonstrate the generalized nature of our methods - interactions between a child with ASD and an adult social partner in a play-based, naturalistic setting, and in forensic interviews between a child and a trained interviewer. In both cases, context-adapted models yield significant improvement (upto 10.71% in absolute word error rate) over the baseline and perform consistently across context windows and directions. Using statistical analysis, we investigate the effect of source-based (adult) and target-based (child) factors on adaptation methods. Our results demonstrate the applicability of our modeling approach in improving child speech recognition by employing information transfer from the adult interlocutor.",,
Law219,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Klemfuss, J. Zoe; McWilliams, Kelly; Henderson, Hayden M.; Olaguez, Alma P.; Lyon, Thomas D.",,7006434162,Order of Encoding Predicts Young Children's Responses to Sequencing Questions,2020,Cognitive Development,63,,,100927,,,10.1016/j.cogdev.2020.100927,,https://pubmed.ncbi.nlm.nih.gov/32905398/,,,"We propose that young children exhibit an order of encoding bias, such that they are inclined to report or act out events in the order in which they were originally encoded. This bias helps to explain why children assume that events they first hear described are in chronological order and why they often appear to understand ""after"" better than ""before"" when they are questioned about experienced events. Asking children about a sequence of events as a whole (in particular using ""first"") could avoid order of encoding biases, because children would not have to answer questions about events within the sequence. In the present study, 100 2- to 4-year-old children participated in creating simple stories in which a story child interacted with five objects, thus creating five unrelated events. Children then responded to questions asking them to identify which action occurred ""before"" and ""after"" the third event and which action occurred ""first"" and ""last"" in the story. We hypothesized that (1) children would exhibit a tendency to answer ""before"" and ""after"" questions with the event that occurred after the queried event, thus impairing performance on ""before"" questions; (2) children would respond more accurately to questions about what occurred ""first"" and ""last"" than to questions about ""before"" and ""after""; (3) children would respond more accurately to questions about ""first"" than questions about ""last,"" and (4) children's performance would improve with age. The hypotheses were supported. Critically, children's errors when responding to ""before""/ ""after"" questions were consistent with an order of encoding bias.",,
Law220,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Lyon, Thomas D.; Williams, Shanna; Stolzenberg, Stacia N.",,7006434162,"Understanding expert testimony on child sexual abuse denial after New Jersey v. J.L.G.: Ground truth, disclosure suspicion bias, and disclosure substantiation bias",2020,Behavioral sciences & the law,55,6,,630,647,,10.1002/bsl.2490,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7909365/,,,"The New Jersey Supreme Court held in New Jersey v. J.L.G. (2018) that experts can no longer explain to juries why sexually abused children might deny abuse. The court was influenced by expert testimony that “methodologically superior” studies find lower rates of denial. Examining the studies in detail, we argue that the expert testimony was flawed due to three problems with using child disclosure studies to estimate the likelihood that abused children are reluctant to disclose abuse: the ground truth problem, disclosure suspicion bias, and disclosure substantiation bias. Research identifying groups of children whose abuse can be proven without reliance on disclosure reveals that denial of sexual abuse is common among abused children.",,
Law56,Yes,Article,"Lyon, Thomas D.",USC Gould School of Law,Law JD Operations,"Dykstra, Victoria W.; Lyon, Thomas D.; Evans, Angela D.",,7006434162,Maltreated and non-maltreated children’s truthful and dishonest reports: Linguistic and syntactic differences,2022,Frontiers in Psychology,13,,,,,,,,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1025419,,,"IntroductionAdults are typically poor judges of the veracity of statements, requiring the need for alternative methods for detecting lies. One alternative method to human lie-detectors is using computer-based linguistic analysis which may present a more reliable method for detecting dishonesty. Moreover, while previous research has examined linguistic differences between typically developing children’s and adults’ truthful and dishonest reports, no study to date has examined whether maltreated children exhibit different linguistic cues to dishonesty. Thus, the current study examined maltreated and nonmaltreated children’s linguistic and syntactic cues to children’s truthful and dishonest reports.MethodsNine- to 12-year-olds, half of whom were maltreated, played a computer game with a confederate: half of the children experienced a transgression (i.e., playing a forbidden game and crashing the computer) and were coached to conceal it, and half of the children experienced no transgression (i.e., simply played a computer game). All children were then interviewed about the event. The current study utilized automated linguistic and syntactic analysis software to compare children’s truthful reports (no transgression occurred) with dishonest reports.Results and DiscussionResults indicated that maltreated and non-maltreated children did not differ in their indicators of dishonesty. Dishonest reporters used more first-person plural pronouns and cognitive mechanism terms and had less syntactically complex reports compared to truthful reporters. Finally, first-personal plural pronouns, cognitive mechanism terms, and syntactic complexity accurately classified (74.2%) the veracity of children’s reports. The current findings present a new indicator of dishonesty (syntactic complexity) and suggest that indicators from typically developing populations may apply to maltreated children when coaching occurred.",,
Law222,Yes,Book,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Jews and the Mediterranean,2020,,,,,,,,,,,,,"What does an understanding of Jewish history contribute to the study of the Mediterranean, and what can Mediterranean studies contribute to our knowledge of Jewish history? Jews and the Mediterranean considers the historical potency and uniqueness of what happens when Sephardi, Mizrahi, and Ashkenazi Jews meet in the Mediterranean region. By focusing on the specificity of the Jewish experience, the essays gathered in this volume emphasize human agency and culture over the length of Mediterranean history. This collection draws attention to what made Jewish people distinctive and warns against facile notions of Mediterranean connectivity, diversity, fluidity, and hybridity, presenting a new assessment of the Jewish experience in the Mediterranean.",,
Law128,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,The Crémieux Decree seen from afar,2021,The Journal of North African Studies,26,0,,,,,,,https://doi.org/10.1080/13629387.2021.1973245,,,"The Crémieux Decree of 1870, by which Jews in most of Algeria were given French citizenship en masse, has played a central role in the history of Algerian Jews. This is particularly true of the history of citizenship and nationality: because the Crémieux Decree naturalised Jews from Algeria’s three northern départements as full citizens of France, Jews in Algeria disrupted the hierarchy that placed Europeans (citizens) above indigenous Algerians (colonial subjects). However, the story changes considerably when one looks at the history of citizenship and nationality among Algerian Jews and Muslims outside of Algeria. In Tunisia and Morocco, where many people from Algeria migrated, the Crémieux degree had a relatively negligible impact in how Algerian Jews and Muslims were classified and in their relationship to French diplomatic authorities. By looking at the Crémieux decree from afar, it becomes clear that the categories at stake – citizenship, nationality, and subjecthood – were under construction both within and outside of colonial Algeria and the rest of the French Empire.",,
Law129,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Extraterritoriality and Legal Belonging in the Nineteenth-Century Mediterranean,2021,Law and History Review,0,4,,,,,,,https://www.cambridge.org/core/journals/law-and-history-review/article/extraterritoriality-and-legal-belonging-in-the-nineteenthcentury-mediterranean/283F8C71DBAEF58B7E87CA8011C753A7,,,"This article examines the intersection between extraterritoriality--privileges afforded to European subjects in the Islamic Mediterranean--and various forms of state membership. To capture the multiplicity and instability of state membership, I introduce the phrase “legal belonging”--a neutral, umbrella term that encompasses a wide range of bonds between individuals and states (usually referred to as subjecthood, nationality, or citizenship). Adopting the methods of global legal history, I look at how laws regulating legal belonging responded to the extraterritorial context of the Mediterranean in both European and Middle Eastern states. In so doing, I offer an alternative to the centrifugal narrative of modernization, which presumes that modern citizenship was invented in Europe and then exported to the Islamic world. Instead, I contend that the evolution of legal belonging on both sides of the Mediterranean developed in response to the challenges and opportunities presented by extraterritoriality. The article consists of two cases studies: first, I look at the regulation of legal belonging in Tunisia, the Ottoman Empire, and Morocco, arguing that this legislation responded to the challenges posed by extraterritoriality. Second, I examine the influence of extraterritorial regimes on the nationality of Algerians under French colonial rule.",,
Law130,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Boum, Aomar; Gottreich, Emily Benichou; Marglin, Jessica M.",,53878068400,Introduction: ‘Pluralizing North African historiography: Susan Gilson Miller and the history of Morocco’,2021,The Journal of North African Studies,39,0,,,,,,,https://doi.org/10.1080/13629387.2021.1973243,,,"In this introduction, we chart the intellectual journey of Susan Gilson Miller and discuss her scholarly contributions to the field of North African Studies, Moroccan historiography and Moroccan Jewish history. We note Miller’s long commitment to foregrounding Maghribi voices, including female and minority accounts. Miller’s work on the Jewish communities of Morocco in particular has skillfully shown the complex position of these communities across time and space. Using Arabic sources, as well as French and Spanish pre-colonial and colonial archives, Miller also deployed the analysis of urban space to document and write communal histories. These local threads of Miller’s work interweave with larger historical concerns to create a unique global approach to her historical subjects.",,
Law131,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Lethal Provocation: The Constantine Murders and the Politics of French Algeria,2021,The Journal of Modern History,0,1,,,,,,,https://www.journals.uchicago.edu/doi/10.1086/712522,,,"Lethal Provocation: The Constantine Murders and the Politics of French Algeria. By Joshua Cole. Ithaca, NY: Cornell University Press, 2019. Pp. xii+318. $37.95 (cloth); $18.99 (e-book).",,
Law132,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Notes Towards a Socio-Legal History of International Law,2021,Rechtsgeschichte - Legal History,93,,,,,,,,http://dx.doi.org/10.12946/rg29/277-278,,,"In an article published in 2016, Martti Koskenniemi suggests new ways to approach the history of international law. 1 He calls for weaning scholars of their almost exclusive focus on relations among European states and on the established canon of jurists (Gentili, Pufendorf, Grotius et al.). To the Uttermost Parts of the Earth masterfully rewrites the history of international law along these lines. In these pages, the usual suspects share space with thinkers better known for their contributions to other fields, such as Machiavelli, Adam Smith, and Jeremy Bentham. European colonial expansion is not an afterthought but a central dimension of international law. And questions of inter-state relations are deeply embedded in theology, political economy, and philosophy.",,
Law21,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Jewish Law and the Global Turn in Legal History,2022,The Jewish Quarterly Review,112,4,,631,635,,,,https://www.proquest.com/central/docview/2739478665/DE8C05A98A7F4E04PQ/1,,,"In a recent article, Assaf Likhovski identifies eight historiographical trends in scholarship on Jewish law. The first, dubbed ""spatial frameworks,"" describes the global turn that has so thoroughly influenced the writing of history across subdisciplines, periods, and places. Despite Jewish law's inherent transnationalism, Likhovski observes, current scholarship has gone in the opposite direction: ""not zooming-out beyond the boundaries of the nation to capture the flow of ideas across political borders, but zooming-in-- that is, moving from works that describe the history of Jewish law on a global scale to histories that focus on specific regions.""",,
Law22,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,Biography - Years of Glory: Nelly Benatar and the Pursuit of Justice in Wartime North Africa,2022,The Middle East Journal,76,2,,287,289,,,,https://www.proquest.com/central/docview/2731821767/abstract/DE8C05A98A7F4E04PQ/2,,,Marglin reviews Years of Glory: Nelly Benatar and the Pursuit of Justice in Wartime North Africa by Susan Gilson Miller.,,
Law221,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,David Castelli on Nationalism and Universalism,2020,Jewish Quarterly Review,38,4,,610,612,,10.1353/jqr.2020.0035,,https://muse.jhu.edu/pub/56/article/777318,,,,,
Law223,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,"Jews, Rights, and Belonging in Tunisia: Léon Elmilik, 1861-1881",2020,L’Année du Maghreb,110,23,,167,184,,10.4000/anneemaghreb.7082,,https://journals.openedition.org/anneemaghreb/7082,,,"Through a case study of Léon Elmilik, an Algerian Jew who made his career in Tunisia, this article contributes to the history of citizenship in the Maghrib beyond the formal, state-centered status accorded to legal citizens. Elmilik aligned himself with Jews and Christians who believed in the need to modernize and Europeanize Tunisia. He pursued this goal through his involvement in the local branch of the Alliance Israélite Universelle (an international Jewish organization based in Paris), his publications in a French Jewish newspaper, and his membership in a local masonic lodge. In all these arenas, he joined a chorus of European voices decrying the abuses of Jews at the hands of Tunisian government officials. But after he accepted a job working for a Tunisian government official in 1873, Elmilik began regularly defending the Tunisian state’s treatment of its Jews. Rather than presume that Elmilik was a janus-faced opportunist, I argue that his different, at times opposed engagements were representative of the multiple repositories in which Jews located their rights. Rights were central to the construction of belonging; by examining the various guarantors of rights to which Jews appealed, we can glimpse the multiple levels of belonging that Jews – and to some extent Muslims – cultivated in the pre-colonial Maghrib.",,
Law224,Yes,Article,"Marglin, Jessica M.",USC Gould School of Law,Law JD Operations,"Marglin, Jessica M.",,53878068400,"The Merchants of Oran: A Jewish Port at the Dawn of Empire, Joshua Schreier (2017) Stanford, CA: Stanford University Press, 216 pp., ISBN: 9780804799140 (hardbacsk), ISBN: 9781503602168 (e-book), $50.00",2019,International Journal of Islamic Architecture,,2,,435,449,,10.1386/ijia.8.2.435_5,,https://intellectdiscover.com/content/journals/10.1386/ijia.8.2.435_5,,,"THE MERCHANTS OF ORAN: A JEWISH PORT AT THE DAWN OF EMPIRE, JOSHUA SCHREIER (2017) Stanford, CA: Stanford University Press, 216 pp., ISBN: 9780804799140 (hardbacsk), ISBN: 9781503602168 (e-book), $50.00",,
Law225,Yes,Book,"Matsusaka, John G.",USC Gould School of Law,Law JD Operations,"Matsusaka, John G.",,6603693415,Let the People Rule: How Direct Democracy Can Meet the Populist Challenge,2020,,,,,,,,,,https://www.degruyter.com/document/doi/10.1515/9780691199757/html,,,"Propelled by the belief that government has slipped out of the hands of ordinary citizens, a surging wave of populism is destabilizing democracies around the world. As John Matsusaka reveals in Let the People Rule, this belief is based in fact. Over the past century, while democratic governments have become more efficient, they have also become more disconnected from the people they purport to represent. The solution Matsusaka advances is familiar but surprisingly underused: direct democracy, in the form of referendums. While this might seem like a dangerous idea post-Brexit, there is a great deal of evidence that, with careful design and thoughtful implementation, referendums can help bridge the growing gulf between the government and the people. Drawing on examples from around the world, Matsusaka shows how direct democracy can bring policies back in line with the will of the people (and provide other benefits, like curbing corruption). Taking lessons from failed processes like Brexit, he also describes what issues are best suited to referendums and how they should be designed, and he tackles questions that have long vexed direct democracy: can voters be trusted to choose reasonable policies, and can minority rights survive majority decisions? The result is one of the most comprehensive examinations of direct democracy to date—coupled with concrete, nonpartisan proposals for how countries can make the most of the powerful tools that referendums offer. With a crisis of representation hobbling democracies across the globe, Let the People Rule offers important new ideas about the crucial role the referendum can play in the future of government.",,
Law133,Yes,Article,"Matsusaka, John G.",USC Gould School of Law,Law JD Operations,"Matsusaka, John G.; Ozbas, Oguzhan; Yi, Irene",,6603693415,Can Shareholder Proposals Hurt Shareholders? Evidence from Securities and Exchange Commission No-Action-Letter Decisions,2021,The Journal of Law and Economics,,1,,,,,,,https://www.journals.uchicago.edu/doi/10.1086/710828,,,"This paper studies Securities and Exchange Commission (SEC) no-action-letter decisions that determine whether companies can exclude shareholder proposals from their proxy statements. During 2007–19, the market reacted positively when the SEC permitted exclusion, which suggests that investors viewed those proposals as value reducing on average. We also find that a company’s stock price decreased over time while waiting for an SEC decision, which suggests that challenged proposals imposed distraction costs on companies. The SEC’s decisions can be predicted by regulatory rules but are also related to a proposal’s predicted votes—more popular types of proposals were less likely to be removed. We find no robust evidence that no-action-letter decisions differed when the SEC was controlled by Democrats versus Republicans. Taken together, the evidence suggests that managers may be serving shareholder interests in opposing some proposals and that the no-action-letter process may be helping shareholders by weeding out value-reducing proposals.",,
Law134,Yes,Article,"McCaffery, Edward J.",USC Gould School of Law,Law JD Operations,"McCaffery, Edward J.",,6602880892,Piketty Revisited: The Meaning of Capital in the Twenty-First Century,2021,Michigan State Law Review,64,1,,,,,,,https://heinonline.org/HOL/P?h=hein.journals/mslr2021&i=45,,,"Thomas Piketty had himself a moment. It did not come easily or quickly. When the academic economist first published his massive text, Capital in the Twenty-First Century, in French in 2013, summarizing over a decade of his and others’ work on capital and its unequal ownership across time and cultures, he encountered a friendly but muted reception on the continent.1 No bother: Prophets are typically without honor in their own native land. Piketty’s time came in the following year, the spring of 2014, when the English translation of his magnum opus appeared.2 Spurred on by favorable reviews from the likes of Nobel Laureate Paul Krugman (“Capital in the Twenty- First Century . . . is a bona fide phenomenon,” Krugman declared in the New York Times), the nearly seven hundred page economics book made surprising and sustained appearances on all forms of best-seller lists.3 Overnight, Piketty became the unlikeliest of oxymorons: a “Rock-Star Economist,” and a wealthy one at that.4 It might have seemed that, in the millennia-long battle to get the rich to pay their fair share of a just society’s burdens, a glimmer of hope had sprung forth. Years later, what has become of that hope? Academics have debated Piketty’s work, as academics do.5 Critics have criticized and defenders have defended Piketty’s sense of the facts of capital (it is held unequally, and inequality is getting worse); the normative ramifications of those facts (Piketty thinks they are bad); and what, if anything, to do about them (Piketty says tax the rich).6 Piketty himself has followed up with a sequel, Capital and Ideology, weighing in at over 1000 pages, roughly half again longer than Capital in the Twenty- First Century.7",,
Law226,Yes,Article,"McCaffery, Edward J.",USC Gould School of Law,Law JD Operations,"McCaffery, Edward J.",,6602880892,A Better Hope for Campaign Finance Reform,2020,Arizona State Law Journal,8,2,,445,476,,,,https://heinonline.org/HOL/P?h=hein.journals/arzjl52&i=461,,,,,
Law227,Yes,Article,"McCaffery, Edward J.",USC Gould School of Law,Law JD Operations,"McCaffery, Edward J.",,6602880892,"The Death of the Income Tax (Or, the Rise of America's Universal Wage Tax)",2020,Indiana Law Journal,52,4,,1233,1294,,,,https://heinonline.org/HOL/P?h=hein.journals/indana95&i=1265,,,,,
Law135,Yes,Article,"Miller, Erin L.",USC Gould School of Law,Law JD Operations,"Miller, Erin L.",,Gould7,Amplified Speech,2021,Cardozo Law Review,2021,1,,,,,,,https://heinonline.org/HOL/P?h=hein.journals/cdozo43&i=11,,,"This Article introduces the concept of amplification into First Amendment law. Amplification, or the size of the audience reached by speech, lies at the heart of many contemporary free speech struggles. Yet the concept is surprisingly absent as a category of analysis from constitutional doctrine and virtually undiscussed in legal scholarship. Amplification deserves its own set of legal rules and doctrines, because the right to amplify one’s speech serves the two core types of First Amendment interests—those of audiences and those of speakers—differently than the right to choose the content of one’s speech. The higher the degree of amplification, the greater the disparity. When it comes to audience interests, amplification via mass media platforms has unique potential to distort the marketplace of ideas that informs voting audiences. When it comes to speaker interests, greater amplification has only diminishing marginal returns for the speaker’s primary interest in autonomy, understood as the capacity for living one’s own life, because speakers need very large audiences neither to (a) form their own life plans nor (b) have the motivation to act on them. Thus, the right to amplify speech to very large audiences is justified by its benefits for audience interests rather than speaker interests, and so may be constitutionally regulated to preserve the integrity of democratic discourse for audiences. A central practical upshot is that certain carefully drafted legal rules on amplification, including campaign finance laws and social media regulations, should survive constitutional scrutiny",,
Law136,Yes,Book chapter,"Moatti, Claudia",USC Gould School of Law,Law JD Operations,"Moatti, Claudia",,35178137500,Cicero’s Philosophical Writing in Its Intellectual Context,2021,The Cambridge Companion to Cicero's Philosophy,,,,,,,,,https://www.cambridge.org/core/books/cambridge-companion-to-ciceros-philosophy/ciceros-philosophical-writing-in-its-intellectual-context/C2C679CE95CFE1A7E4AE69E34669372F,,,"The chapter seeks to identify the triple historicity of Cicero’s relationship to philosophy. The first part presents Cicero the historian, who sought to clarify the history of philosophy and its reception in Roman society, as well as to analyze the resistance of his contemporaries to the practice of philosophy, which was considered incompatible with political action. The second part describes the intellectual revolution, under the designation of “reason,” which some of the Roman elite developed as a remedy to the crisis of the Republic; Cicero appears there as the witness par excellence of this intellectual experience in the service of the city. The third part of the chapter examines Cicero the philosopher himself, actor of this revolution. The analysis of his work allows us to see the multiple facets of this man who was also reader, translator, and disseminator of texts and ideas, and to identify his place in relation to his literary milieu, and in particular to his friend Varro.",,
Law138,Yes,Book chapter,"Moatti, Claudia",USC Gould School of Law,Law JD Operations,"Moatti, Claudia",,35178137500,The people in ancient times and the rise of ’popularism’,2021,Routledge handbook of illiberalism,,,,,,,,,,,,"This volume is the first authoritative reference work solely dedicated to the various components of illiberalism. Illiberalism is most often discussed in political and constitutional terms, yet illiberalism is rooted in society and cannot be limited to only political or legal treatment. Illiberal trends are present all over the world and are not fixed to one era. This Handbook comprises over sixty individual chapters, each dedicated to different aspects of the same phenomenon, presented through the lens of different disciplines and authored by an internationally recognized expert in the field. It charts all representative countries and regions where illiberalism is present and deals with the most important historical antecedents. The Routledge Handbook of Iliberalism will form an important component of any library's holding and will be of benefit as an academic reference, as well as being of practical value to anyone who wishes to gain a clear understanding of the concepts required to explain this conundrum",,
Law137,Yes,Article,"Moatti, Claudia",USC Gould School of Law,Law JD Operations,"Moatti, Claudia",,35178137500,On the road: Mobility and social differentiation,2021,Revue historique,43,1,,,,,,,https://www.cairn-int.info/journal-revue-historique-2021-1-page-139.htm,,,"Based on examples taken from all periods of history, this article, which introduces the special report, proposes different lines of research for an analysis of the social uses of the road. Who was found on the roads in the societies of the Western world, and how did meetings between different social groups take place? According to what criteria were routes chosen or even imposed: rank, class, gender, or function? What objects did the travelers take with them? What knowledge was accessible? And what meanings were ascribed to the road? What fantasies were invested in it? Since antiquity, novels have taken the road as a privileged setting because it embodied a perfect “sociotope,” the place par excellence where people normally separated by social hierarchy or by space could meet and at the same time ostentatiously display social division, where destinies mingled and intrigues were woven. It is up to the historian to reread these narratives in the light of other sources, to put mobility to the test of social differentiation, and, beyond a study of practices, to pose the question of spatial justice. Although space is naturally common, it is often “qualified” by the people who move in it, and access to it can be subject to tension and conflict, or even the abuse of power.",,
