 ,authorIDs,affiliations,fullnames,firstnames,lastnames,depts,divs,Number_of_IDs,COMBINE_TF,Div_Same_TF,OTHER ROW MATCHES,combine (duplicate the row if there are multiple combines),First Name_With_Middle,First Name,Last Name,"Full Name(Last, First Middle)",Notes
Simpson A.,36725298600###57653214800,"Simpson A., University of Southern California, Department of Linguistics, Los Angeles, CA, United States;Simpson A., University of Southern California, United States;Simpson A., University of Southern California / Pasadena City College###Simpson A., University of Southern California, United States","Simpson, Andrew (36725298600)###Simpson, Andrew (57653214800)", Andrew### Andrew,Simpson###Simpson,Linguistics###,Dornsife College of Letters Arts and Sciences###,2,TRUE,FALSE,,36725298600###57653214800,Andrew,Andrew,Simpson,"Simpson, Andrew",
Singh A.,55757779832###56130518600###57030929000###57219354051,"Singh A., Department of Biological Sciences, University of Southern California, Los Angeles, 90089, CA, United States###Singh A., Department of Chemistry, University of Southern California, Los Angeles, 90089, CA, United States###Singh A., Information Sciences Institute, University of Southern California, United States;Singh A., Information Sciences Institute, University of Southern California, Los Angeles, United States###Singh A., University of Southern California, Information Sciences Institute and Space Engineering Research Center, 4676 Admiralty Way, Suite 1001, Marina del Rey, 90292, CA, United States","Singh, Anupam (55757779832)###Singh, Amandeep (56130518600)###Singh, Amandeep (57030929000)###Singh, Amrita (57219354051)", Anupam### Amandeep### Amandeep### Amrita,Singh###Singh###Singh###Singh,Biological Sciences###Chemistry###Information Sciences Institute###Information Sciences Institute,Dornsife College of Letters Arts and Sciences###Dornsife College of Letters Arts and Sciences###Viterbi School of Engineering###Viterbi School of Engineering,4,FALSE,FALSE,,56130518600###57030929000,Amandeep,Amandeep,Singh,"Singh, Amandeep",
Singh J.,57192092525###57981169300,"Singh J., Department of Chemistry, University of Southern California, Los Angeles, 90089, CA, United States;Singh J., Department of Chemistry and University of Southern California, Los Angeles, CA, United States###Singh J., Division of Gastrointestinal and Liver Diseases, Keck School of Medicine at University of Southern California, Los Angeles, CA, United States","Singh, Jaideep (57192092525)###Singh, Jasleen (57981169300)", Jaideep### Jasleen,Singh###Singh,Chemistry###Medicine,Dornsife College of Letters Arts and Sciences###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Singh M.,55681754200###57199045285,"Singh M., Convergent Science Institute in Cancer, Michelson Center for Convergent Bioscience, University of Southern California, Los Angeles, 90089, CA, United States;Singh M., USC Michelson Center for Convergent Biosciences, Department of Biological Sciences, University of Southern California, Los Angeles, CA, United States###Singh M., Department of Anesthesiology, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States;Singh M., Division of Anesthesiology, Keck School of Medicine, University of Southern California, Los Angeles, United States;Singh M., Department of Anesthesiology, University of Southern California, Los Angeles, CA, United States;Singh M., Department of Anesthesiology, Keck School of Medicine of the University of Southern California, 1450 San Pablo Street, Suite 3600, Los Angeles, 90033, CA, United States","Singh, Mohan (55681754200)###Singh, Mandeep (57199045285)", Mohan### Mandeep,Singh###Singh,Biological Sciences;Convergent Science Institute in Cancer###Anesthesiology,Dornsife College of Letters Arts and Sciences###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Singh P.,57212591624###57226070695,"Singh P., Department of Neurological Surgery, University of Southern California, Keck School of Medicine, Los Angeles, CA, United States###Singh P., Department of Surgery, University of Southern California, Los Angeles, CA, United States;Singh P., Division of Abdominal Organ Transplantation and Hepatobiliary Surgery, Department of Surgery, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Singh, Parampreet (57212591624)###Singh, Pranay (57226070695)", Parampreet### Pranay,Singh###Singh,Neurological Surgery###Surgery,Keck Medicine of USC###Keck Medicine of USC,2,FALSE,TRUE,,,,,,,
Singh S.,57199224112###57216293886###57224731880###57226080859###57245748600,"Singh S., University of Southern California, Los Angeles, CA, United States###Singh S., Department of Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, University of California, San Francisco, United States###Singh S., Mork Family Department of Chemical Engineering and Materials Science, University of Southern California, Los Angeles, 90089, CA, United States;Singh S., Mork Family Department of Chemical Engineering and Materials Science, University of Southern California, 925 Bloom Walk, Los Angeles, 90089, CA, United States###Singh S., University of Southern California, United States;Singh S., Information Sciences Institute, University of Southern California, United States###Singh S., Department of Anesthesiology, University of Southern California, Keck School of Medicine, Los Angeles, CA, United States","Singh, Sanya (57199224112)###Singh, Sukhmani (57216293886)###Singh, Shantanu (57224731880)###Singh, Shikhar (57226080859)###Singh, Siddarth (57245748600)", Sanya### Sukhmani### Shantanu### Shikhar### Siddarth,Singh###Singh###Singh###Singh###Singh,###Medicine###Chemical Engineering and Materials Science###Information Sciences Institute###Anesthesiology,###Keck Medicine of USC###Viterbi School of Engineering###Viterbi School of Engineering###Keck Medicine of USC,5,FALSE,FALSE,,,,,,,
Sinha S.,57191056765###57216934842###57226849924,"Sinha S., Department of Pathology, Keck School of Medicine, University of South California, Los Angeles, 90033, CA, United States, Department of Zoology, University of Delhi, Delhi, 110007, India;Sinha S., Southern California Research Center for ALPD and Cirrhosis, Department of Pathology, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States###Sinha S., Suzanne Dworak-Peck School of Social Work, University of Southern California, 1149 Hill St Suite #1422, Los Angeles, 90015, CA, United States;Sinha S., Suzanne Dworak Peck School of Social Work, University of Southern California, 1149 Hill St Suite #1422, Los Angeles, 90015, CA, United States###Sinha S., Imaging Genetics Center, Stevens Neuroimaging and Informatics Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Sinha, Sonal (57191056765)###Sinha, Shuvam (57216934842)###Sinha, Surabhi (57226849924)", Sonal### Shuvam### Surabhi,Sinha###Sinha###Sinha,Pathology;Research Center for Alcoholic Liver and Pancreatic Diseases and Cirrhosis######Imaging Genetics Center;Mark and Mary Stevens Neuroimaging and Informatics Institute (INI),Keck Medicine of USC###Suzanne Dworak-Peck School of Social Work###Keck Medicine of USC,3,FALSE,FALSE,,,,,,,
Smith A.,57226055392###57657676000,"Smith A., Keck School of Medicine of USC, Los Angeles, United States###Smith A., Division of Endocrinology, Department of Medicine, Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States, Diabetes and Obesity Research Institute, Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States;Smith A., Division of Endocrinology, Department of Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Diabetes and Obesity Research Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Smith, Alison (57226055392)###Smith, Alexandro (57657676000)", Alison### Alexandro,Smith###Smith,###Diabetes & Obesity Research Institute;Medicine,Keck Medicine of USC###Keck Medicine of USC,2,FALSE,TRUE,,,,,,,
So A.,57802402300###7102882814,"So A., Vancouver Centre and Vancouver Prostate Centre, University of British Columbia, Bc Cancer, Vancouver, BC, Canada, Princess Margaret Cancer Centre, Toronto, ON, Canada, Huntsman Cancer Institute, University of Utah, Salt Lake City, UT, United States, University of Southern California, Los Angeles, CA, United States, Faculty of Medicine, University of Coimbra, Coimbra, Portugal, Beaverton and Swog Group Chair's Office, Testicular Cancer Commons, Portland, OR, United States###So A., Institute of Urology, University of Southern California, Los Angeles, United States, San Diego Clinical Trials, San Diego, United States, Va Long Beach Healthcare System, Long Beach, CA, United States, University of Montreal Hospital Center, Université de Montréal, Montreal, QC, Canada, University of Torontoe, University Health Network, Toronto, ON, Canada, University of British Columbia, Vancouver, BC, Canada, Adult Pediatric Urology and Urogynecology, P.C., Omaha, NE, United States, Virginia Urology, Richmond and Urology of Virginia, Virginia Beach, Virginia, United States, Albany Medical College, Albany, United States, Icahn School of Medicine at Mount Sinai, New York, NY, United States, Indiana University Health Physicians, Indianapolis, IN, United States, Wake Forest School of Medicine, Winston-Salem, NC, United States, University of Vermont Medical Center, Burlington, VT, United States, Mayo Clinic Arizona, Scottsdale, AZ, United States, Department of Urology, University of Texas Southwestern Medical Center, Dallas, TX, United States","So, A. (57802402300)###So, A. (7102882814)", A.### A.,So###So,###Urology,###Keck Medicine of USC,2,TRUE,FALSE,,57802402300###7102882814,Alan,Alan,So,"So, Alan",
Son S.,55835324700###57217076626,"Son S., Department of Civil and Environmental Engineering, University of Southern California, Los Angeles, 90089, CA, United States, School of Civil, Environmental and Architectural Engineering, Korea University, Seoul, 02841, South Korea;Son S., Department of Civil and Environmental Engineering, University of Southern California, Los Angeles, CA, United States, School of Civil, Environmental and Architectural Engineering, Korea University, South Korea###Son S., Sonny Astani Department of Civil and Environmental Engineering, University of Southern California, 3620 S. Vermont Avenue,KAP 210, Los Angeles, 90089, CA, United States","Son, Sangyoung (55835324700)###Son, S. (57217076626)", Sangyoung### S.,Son###Son,Civil and Environmental Engineering###Civil and Environmental Engineering,Viterbi School of Engineering###Viterbi School of Engineering,2,FALSE,TRUE,,,,,,,
Song A.,57194536280###57218570102,"Song A., Department of Preventive Medicine, Keck School of Medicine of USC, Los Angeles, CA, United States;Song A.Y., Division of Neonatology, Department of Pediatrics, Fetal & Neonatal Institute, Children’s Hospital Los Angeles, 4650 Sunset Boulevard, MS #31, Los Angeles, 90027, CA, United States, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, United States;Song A.Y., Fetal and Neonatal Medicine, Division of Neonatology, Department of Pediatrics, Children’s Hospital Los Angeles, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Song A.Y., Fetal and Neonatal Medicine Institute, Division of Neonatal Medicine, Children’s Hospital Los Angeles, 4650 Sunset Boulevard, MS #31, Los Angeles, 90027, CA, United States, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Department of Preventive Medicine, Johns Hopkins University, Baltimore, MD, United States;Song A., Fetal and Neonatal Medicine Institute, Division of Neonatal Medicine, Children’s Hospital Los Angeles, Keck School of Medicine, University of Southern California, 4650 Sunset Boulevard, MS #31, Los Angeles, 90027, CA, United States, Department of Preventive Medicine, Johns Hopkins University, Baltimore, MD, United States;Song A., Fetal and Neonatal Institute, Division of Neonatology, Children's Hospital Los Angeles, Department of Pediatrics, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Song A., Fetal and Neonatal Institute, Division of Neonatology, Children’s Hospital Los Angeles, Department of Pediatrics, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Deparment of Preventive Medicine, Johns Hopkins University, Baltimore, MD, United States;Song A., Fetal and Neonatal Institute, Division of Neonatology, Department of Pediatrics, Children's Hospital Los Angeles, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States###Song A., Roski Eye Institute, Department of Ophthalmology, University of Southern California, Los Angeles, CA, United States;Song A.E., USC Roski Eye Institute, Department of Ophthalmology, Keck School of Medicine at the University of Southern California, Los Angeles, CA, United States;Song A.E., Roski Eye Institute, Department of Ophthalmology, Keck School of Medicine at the University of Southern California, Los Angeles, CA, United States","Song, Ashley (57194536280)###Song, Abe (57218570102)", Ashley### Abe,Song###Song,Children's Hospital Los Angeles;Pediatrics;Population and Public Health Sciences###Ophthalmology,Keck Medicine of USC###Keck Medicine of USC,2,FALSE,TRUE,,,,,,,
Song B.,56677167100###57209465915###57861058700###57880000000###57880530400,"Song B., Ming Hsieh Department of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song B., Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song B., Department of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States###Song B., Center for Craniofacial Molecular Biology, University of Southern California, Los Angeles, Los Angeles, United States###Song B., Roski Eye Institute, University of Southern California, Los Angeles, California###Song B., Department of Obstetrics and Gynecology, University of Southern California/LAC+USC Medical Center, Los Angeles, CA, United States###Song B., University of Southern California, Department of Computer Science, 941 Bloom Walk, Los Angeles, United States","Song, Boxiang (56677167100)###Song, Brian (57209465915)###Song, Brian (57861058700)###Song, Bonnie (57880000000)###Song, Bowen (57880530400)", Boxiang### Brian### Brian### Bonnie### Bowen,Song###Song###Song###Song###Song,Electrical and Computer Engineering###Center for Craniofacial Molecular Biology###Ophthalmology###LAC+USC Medical Center;Obstetrics and Gynecology###Computer Science,Viterbi School of Engineering###Herman Ostrow School of Dentistry of USC###Keck Medicine of USC###Keck Medicine of USC###Viterbi School of Engineering,5,FALSE,FALSE,,57209465915###57861058700,Brian,Brian,Song,"Song, Brian",
Song D.,35389988300###57210425364,"Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, 90089-1111, CA, United States;Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, United States;Song D., Biomedical Engineering Department, University of Southern California, Los Angeles, CA, United States;Song D., University of Southern California, Department of Biomedical Engineering, Los Angeles, 90089, CA, United States;Song D., University of Southern California, Center for Neural Engineering, Viterbi School of Engineering, Los Angeles, 90007, CA, United States;Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, 90089, CA, United States, Neuroscience Graduate Program, University of Southern California, Los Angeles, 90089, CA, United States;Song D., Department of Biomedical Engineering and Neuroscience Graduate Program, University of Southern California, Los Angeles, 90089, CA, United States;Song D., Department of Biomedical Engineering, Center for Neural Engineering, University of Southern California, Los Angeles, CA, United States, Neuroscience Graduate Program, University of Southern California, Los Angeles, CA, United States;Song D., University of Southern California, Department of Biomedical Engineering, Los Angeles, 90089, CA, United States, USC Neurorestoration Center, University of Southern California, Los Angeles, 90033, CA, United States;Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, United States, Neuroscience Graduate Program, University of Southern California, Los Angeles, CA, United States;Song D., Department of Biomedical Engineering, University of Southern California, Los Angeles, CA, United States, Neurorestoration Center, University of Southern California, Los Angeles, CA, United States;Song D., Department Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, United States;Song D., Department of Biomedical Engineering, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, United States;Song D., Biomedical Engineering, University of Southern California, Los Angeles, CA, United States;Song D., Center of Neural Engineering, University of Southern California, Los Angeles, 90089, CA, United States###Song D., Department of Aerospace and Mechanical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song D., Department of Aerospace and Mechanical Engineering, University of Southern California, Los Angeles, CA, United States","Song, Dong (35389988300)###Song, Dawei (57210425364)", Dong### Dawei,Song###Song,Neuroscience;Neurorestoration Center;Biomedical Engineering;Center for Neural Engineering###Aerospace and Mechanical Engineering,Dornsife College of Letters Arts and Sciences;Keck Medicine of USC;Viterbi School of Engineering###Viterbi School of Engineering,2,FALSE,FALSE,,,,,,,
Song H.,57193204233###57209854832###57221310755###57223098401###57859177900,"Song H., Univ. of Southern California, Department of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical Engineering, Los Angeles, United States;Song H., Dept. of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh Department of Electrical Engineering, University of Southern California, 3740 McClintock Ave., Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh Department of Electrical Engineering, University of Southern California, 3740 McClintock Ave, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, Univ. of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, United States;Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Dept. of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Depart. of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical and Computer Engineering, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical Engineering, Los Angeles, CA, United States;Song H., Dept. of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Univ. of Southern California, Department of Electrical and Computer Engineering, Los Angeles, 90089, CA, United States;Song H., Depart. of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, University of Southern California, Los Angeles, CA, United States;Song H., Department of Electrical and Computer Engineering, Univ. of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical & Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh, Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical and Computer Engineering, Los Angeles, 90089, CA, United States, Tel Aviv University, School of Electrical Engineering, Ramat Aviv, 69978, Israel###Song H., Univ. of Southern California, Department of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Dept. of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Dept. of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Univ. of Southern California, Department of Electrical Engineering, Los Angeles, CL4 90089, United States;Song H., Department of Electrical Engineering, Univ. of Southern California, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh Department of Electrical Engineering, University of Southern California, 3740 McClintock Ave., Los Angeles, 90089, CA, United States;Song H., University of Southern California, Department of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh Department of Electrical Engineering, University of Southern California, 3740 McClintock Ave, Los Angeles, 90089, CA, United States;Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, California, United States;Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, United States;Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Depart. of Electrical Engineering, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, University of Southern California, Los Angeles, 90089, California, United States;Song H., University of Southern California, Department of Electrical and Computer Engineering, Los Angeles, 90089, CA, United States;Song H., Dept. of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Univ. of Southern California, Department of Electrical and Computer Engineering, Los Angeles, 90089, CA, United States;Song H., Depart. of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical and Computer Engineering, Univ. of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical & Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical & Computer Engineering, University of South California, Los Angeles, 90089, CA, United States;Song H., Ming Hsieh, Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., University of Southern California, Dept. of Electrical & Computer Engineering, Los Angeles, 90089, CA, United States###Song H., Department of Computer Science, University of Southern California, Los Angeles, CA, United States;Song H., Spatial Sciences Institute, University of Southern California, Los Angeles, 90089, CA, United States######Song H., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, United States;Song H., Dept. of Electrical Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Song H., Department of Electrical Engineering, University of Southern California, Los Angeles, CA, United States","Song Haoqian###Song Hao###Song, Hayley (57221310755)###Song Hank###Song, Hao (57859177900)",Haoqian###Hao### Hayley###Hank### Hao,Song###Song###Song###Song###Song,Electrical and Computer Engineering###Electrical and Computer Engineering###Spatial Sciences Institute;Computer Science######Electrical and Computer Engineering,Viterbi School of Engineering###Viterbi School of Engineering###Dornsife College of Letters Arts and Sciences;Viterbi School of Engineering######Viterbi School of Engineering,5,FALSE,FALSE,,57209854832###57859177900,Hao,Hao,Song,"Song, Hao",
Song J.,57426068900###57920485800,"Song J., Department of Computer Science, Viterbi School of Engineering, University of Southern California, Los Angeles, CA, United States###Song J., Department of Linguistics, University of Southern California, 3601 Watt Way, GFS 301, Los Angeles, 90089-1693, CA, United States","Song, Junu (57426068900)###Song, Jina (57920485800)", Junu### Jina,Song###Song,Computer Science###Linguistics,Viterbi School of Engineering###Dornsife College of Letters Arts and Sciences,2,FALSE,FALSE,,,,,,,
Song Y.,57193706307###57208260187,"Song Y., University of Southern California, United States;Song Y., University of Southern California, University Park, Los Angeles, 90089, CA, United States###Song Y., Department of Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Song Y., Molecular Microbiology and Immunology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Song, Yuhang (57193706307)###Song, Ying (57208260187)", Yuhang### Ying,Song###Song,###Molecular Microbiology and Immunology,###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Song Z.,57222008183###57223231774,"Song Z., Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90007, CA, United States###Song Z., Los Angeles Cancer Surveillance Program, University of Southern California, Los Angeles, 90089, CA, United States;Song Z., Los Angeles Cancer Surveillance Program, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Song, Zhuoliang (57222008183)###Song, Ziwei (57223231774)", Zhuoliang### Ziwei,Song###Song,Electrical and Computer Engineering###Population and Public Health Sciences,Viterbi School of Engineering###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Sood N.,57345974400###7007153608,"Sood N., University of Southern California, Los Angeles, CA, United States;Sood N., Sol Price School of Public Policy and Schaeffer Center, University of Southern California, Los Angeles, CA, United States###Sood N., Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., Sol Price School of Public Policy, Schaeffer Center, University of Southern California, Los Angeles, United States, National Bureau for Economic Research, Cambridge, MA, United States;Sood N., Schaeffer Center for Health Policy and Economics, Sol Price School of Public Policy, University of Southern California, Los Angeles, United States;Sood N., Sol Price School of Public Policy, Department of Health Policy and Management, University of Southern California, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States;Sood N., Leonard D. Schaeffer Center for Health Policy and Economics, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., Schaeffer Center for Health Policy and Economics, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of SouthernCalifornia, CA, Los Angeles, United States;Sood N., Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States;Sood N., Sol Price School of Public Policy and Leonard D. Schaeffer Center for Health Policy and Economics, University of Southern California, 635 Downey Way, Verna and Peter Dauterive Hall (VPD), Los Angeles, 90089, CA, United States;Sood N., Price School of Public Policy, University of Southern California, Los Angeles, CA, United States, NBER, United States, Schaeffer Center for Health Policy & Economics, University of Southern California, Los Angeles, CA, United States;Sood N., USC Schaeffer Center for Health Policy & Economics, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., Department of Health Policy and Management, University of Southern, California Sol Price School of Public Policy, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States;Sood N., Schaeffer Center for Health Policy and Economics, Department of Health Policy and Management, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Sood N., Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States, Department of Health Policy and Management, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States;Sood N., University of Southern California, Los Angeles, CA, United States, National Bureau for Economic Research, Cambridge, MA, United States;Sood N., Schaeffer Center for Health Policy and Economics, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States, National Bureau of Economic Research, MA, United States;Sood N., Sol Price School of Public Policy, University of Southern California, University Park Campus, Verna and Peter Dauterive Hall, 635 Downey Way, Los Angeles, 90089, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, United States, Keck School of Medicine, University of Southern California, Los Angeles, United States;Sood N., Sol Price School of Public Policy, University of Southern California, Los Angeles, United States;Sood N., Leonard D. Schaeffer Center for Health Policy & Economics, University of Southern California, Los Angeles, CA, United States, Sol Price School of Public Policy, University of Southern California, Los Angeles, CA, United States","Sood, Neeraj (57345974400)###Sood Neeraj", Neeraj###Neeraj,Sood###Sood,Leonard D. Schaeffer Center for Health Policy & Economics###Economics;Health Policy and Management;Leonard D. Schaeffer Center for Health Policy & Economics,Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences;Price School of Public Policy###Dornsife College of Letters Arts and Sciences;Price School of Public Policy;Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences;Keck Medicine of USC,2,FALSE,FALSE,,57345974400###7007153608,Neeraj,Neeraj,Sood,"Sood, Neeraj",
Srinivasan N.,57703258400###57877108200,"Srinivasan N., Division of Upper GI General Surgery, Department of Surgery, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States###Srinivasan N., Keck School of Medicine at the University of Southern California, United States","Srinivasan, Nitin (57703258400)###Srinivasan, Nitin (57877108200)", Nitin### Nitin,Srinivasan###Srinivasan,Surgery###,Keck Medicine of USC###Keck Medicine of USC,2,TRUE,TRUE,,57703258400###57877108200,Nitin,Nitin,Srinivasan,"Srinivasan, Nitin",
Srivastava A.,38862842800###56274516900,"Srivastava A., University of Southern California, United States;Srivastava A., University of Southern California, Los Angeles, United States;Srivastava A., University of Southern California, Los Angeles, CA, United States;Srivastava A., University of Southern California, Department of Electrical and Computer Engineering, United States;Srivastava A., University of Southern California, Los Angeles, 90089, CA, United States;Srivastava A., Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, 90089, CA, United States;Srivastava A., Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, 90089, United States;Srivastava A., Ming Hsieh Department of Computer and Electrical Engineering, University of Southern California, Los Angeles, CA, USA;Srivastava A., University of Southern California Viterbi, School of Engineering, United States;Srivastava A., University Of Southern California, Los Angeles, 90007, CA, United States;Srivastava A., University of Southern California;Srivastava A., Ming Hsieh Department of Electrical and Computer Engineering, University of Southern California, Los Angeles, CA, United States;Srivastava A., University of Southern California, Los Angeles, California, United States;Srivastava A., University of Southern California, Ming Hsieh Department of Electrical and Computer Engineering, Los Angeles, CA, United States;Srivastava A., University of Southern California, Los Angeles, USA###Srivastava A., Suzanne Dworak-Peck School of Social Work, University of Southern California, 699 West 34th Street, Los Angeles, 90089, CA, United States;Srivastava A., Suzanne Dworak-Peck School of Social Work, University of Southern California, Los Angeles, CA, United States;Srivastava A., Suzanne Dworak-Peck School of Social Work, University of Southern California, 663W. 34th St., Los Angeles, 90089, CA, United States;Srivastava A., University of Southern California, Los Angeles, CA, United States","Srivastava, Ajitesh (38862842800)###Srivastava, Ankur (56274516900)", Ajitesh### Ankur,Srivastava###Srivastava,Electrical and Computer Engineering###,Viterbi School of Engineering###Suzanne Dworak-Peck School of Social Work,2,FALSE,FALSE,,,,,,,
